"id","القرية","العزلة","المديرية","المحافظة"
35111,"الوحدة السكنية","المنصوره","المنصوره","عدن"
35112,"جزيرة العمال","خور مكسر","خور مكسر","عدن"
35113,"الشارع الرئيسي","المنصوره","المنصوره","عدن"
35114,"شارع اليرموك","الشيخ عثمان","الشيخ عثمان","عدن"
35115,"الشعب","صيره","صيرة","عدن"
35116,"حارة الاحمدي","خور مكسر","خور مكسر","عدن"
35117,"شارع الحرية","الشيخ عثمان","الشيخ عثمان","عدن"
35118,"شارع الموصل","الشيخ عثمان","الشيخ عثمان","عدن"
35119,"العريش","خور مكسر","خور مكسر","عدن"
35120,"شارع الدجله","الشيخ عثمان","الشيخ عثمان","عدن"
35121,"القادسية","الشيخ عثمان","الشيخ عثمان","عدن"
35122,"حارة الفارسي","البريقه","البريقه","عدن"
35123,"بور سعيد","الشيخ عثمان","الشيخ عثمان","عدن"
35124,"الهاشمي","الشيخ عثمان","الشيخ عثمان","عدن"
35125,"الشعب","البريقه","البريقه","عدن"
35126,"حارة السودان","الشيخ عثمان","الشيخ عثمان","عدن"
35127,"البساتين","دار سعد","دار سعد","عدن"
35128,"شارع السد العالي","الشيخ عثمان","الشيخ عثمان","عدن"
35129,"شارع غزه","الشيخ عثمان","الشيخ عثمان","عدن"
35130,"بير احمد","البريقه","البريقه","عدن"
35131,"القلوعه","المعلا","المعلا","عدن"
35132,"بلك 23","المنصوره","المنصوره","عدن"
35133,"الممداره","الشيخ عثمان","الشيخ عثمان","عدن"
35134,"سوق الحراج","صيره","صيرة","عدن"
35135,"حارة القطيع","صيره","صيرة","عدن"
35136,"حارة الخساف","صيره","صيرة","عدن"
35137,"شارع قرطبه","الشيخ عثمان","الشيخ عثمان","عدن"
35138,"شارع مارب","دار سعد","دار سعد","عدن"
35139,"التقنيه","المنصوره","المنصوره","عدن"
35140,"حي المهندسين","دار سعد","دار سعد","عدن"
35141,"الطويله","صيره","صيرة","عدن"
35142,"حارة العيدروس","صيره","صيرة","عدن"
35143,"شيخ الدويل","الشيخ عثمان","الشيخ عثمان","عدن"
35144,"حارة القاضي","صيره","صيرة","عدن"
35145,"بلك 37","المنصوره","المنصوره","عدن"
35146,"المعاشيق","صيره","صيرة","عدن"
35147,"الكود العثماني","الشيخ عثمان","الشيخ عثمان","عدن"
35148,"الجوران","بني قيس","بني صريم","عمران"
35149,"الحرف","بني قيس","بني صريم","عمران"
35150,"الرضمة","بني قيس","بني صريم","عمران"
35151,"الصرم","بني قيس","بني صريم","عمران"
35152,"الكتبه","بني قيس","بني صريم","عمران"
35153,"المنجر","بني قيس","بني صريم","عمران"
35154,"الموضع","بني قيس","بني صريم","عمران"
35155,"بيت مغنيز","بني قيس","بني صريم","عمران"
35156,"الاكمةالسفلى","بني منصور","السوده","عمران"
35157,"الثبيب","بني منصور","السوده","عمران"
35158,"الحذرير","بني منصور","السوده","عمران"
35159,"الخرابه","بني منصور","السوده","عمران"
35160,"السراح","بني منصور","السوده","عمران"
35161,"الضباب","بني منصور","السوده","عمران"
35162,"العدن","بني منصور","السوده","عمران"
35163,"العله","بني منصور","السوده","عمران"
35164,"المحدثه","بني منصور","السوده","عمران"
35165,"المقطن","بني منصور","السوده","عمران"
35166,"المقلوع","بني منصور","السوده","عمران"
35167,"المناخ","بني منصور","السوده","عمران"
35168,"بيت الرباعي","بني منصور","السوده","عمران"
35169,"بيت العابلي","بني منصور","السوده","عمران"
35170,"بيت القطيني","بني منصور","السوده","عمران"
35171,"جاحه","بني منصور","السوده","عمران"
35172,"جيران","بني منصور","السوده","عمران"
35173,"ذي الرخام","بني منصور","السوده","عمران"
35174,"شوحط","بني منصور","السوده","عمران"
35175,"صوحر","بني منصور","السوده","عمران"
35176,"ضامر الاسفل","بني منصور","السوده","عمران"
35177,"ظامر العليا","بني منصور","السوده","عمران"
35178,"عدن اشعر","بني منصور","السوده","عمران"
35179,"منزل سري","بني منصور","السوده","عمران"
35180,"وشد","بني منصور","السوده","عمران"
35181,"الدمنه","الغربى","قفلة عذر","عمران"
35182,"الغربي","الغربى","قفلة عذر","عمران"
35183,"القمها","الغربى","قفلة عذر","عمران"
35184,"المصنعه","الغربى","قفلة عذر","عمران"
35185,"بيت شميله","الغربى","قفلة عذر","عمران"
35186,"ردمان","الغربى","قفلة عذر","عمران"
35187,"عزان","الغربى","قفلة عذر","عمران"
35188,"محاميت","الغربى","قفلة عذر","عمران"
35189,"الجعافر","الغربى","قفلة عذر","عمران"
35190,"الشراعب","الغربى","قفلة عذر","عمران"
35191,"الضبه","الغربى","قفلة عذر","عمران"
35192,"بني سليمان الجبل","الغربى","قفلة عذر","عمران"
35193,"بني سليمان الوادي","الغربى","قفلة عذر","عمران"
35194,"بني صلاح","الغربى","قفلة عذر","عمران"
35195,"بني عبيد","الغربى","قفلة عذر","عمران"
35196,"بني عثمان","الغربى","قفلة عذر","عمران"
35197,"بني مروان","الغربى","قفلة عذر","عمران"
35198,"الدحايمة","الثلث","جبل عيال يزيد","عمران"
35199,"الذراع الاثيم","الثلث","جبل عيال يزيد","عمران"
35200,"الذراع الاشيم","الثلث","جبل عيال يزيد","عمران"
35201,"الشنه","الثلث","جبل عيال يزيد","عمران"
35202,"الصنابع","الثلث","جبل عيال يزيد","عمران"
35203,"العمشه","الثلث","جبل عيال يزيد","عمران"
35204,"القاعده","الثلث","جبل عيال يزيد","عمران"
35205,"القطع","الثلث","جبل عيال يزيد","عمران"
35206,"اللز","الثلث","جبل عيال يزيد","عمران"
35207,"المجره","الثلث","جبل عيال يزيد","عمران"
35208,"المحلال","الثلث","جبل عيال يزيد","عمران"
35209,"المضبار","الثلث","جبل عيال يزيد","عمران"
35210,"المعاوجه","الثلث","جبل عيال يزيد","عمران"
35211,"المغربه","الثلث","جبل عيال يزيد","عمران"
35212,"المناخة المنقم","الثلث","جبل عيال يزيد","عمران"
35213,"المواهبه","الثلث","جبل عيال يزيد","عمران"
35214,"الهجره","الثلث","جبل عيال يزيد","عمران"
35215,"بريقط","الثلث","جبل عيال يزيد","عمران"
35216,"بني المساوى","الثلث","جبل عيال يزيد","عمران"
35217,"بيت الدباء","الثلث","جبل عيال يزيد","عمران"
35218,"ديرقب","الثلث","جبل عيال يزيد","عمران"
35219,"شابره","الثلث","جبل عيال يزيد","عمران"
35220,"قلعة الروان","الثلث","جبل عيال يزيد","عمران"
35221,"قلعة حول","الثلث","جبل عيال يزيد","عمران"
35222,"قلعة قاسم","الثلث","جبل عيال يزيد","عمران"
35223,"لج الريفه","الثلث","جبل عيال يزيد","عمران"
35224,"وادي الجله","الثلث","جبل عيال يزيد","عمران"
35225,"ابو ركبه","الغربى","قفلة عذر","عمران"
35226,"الحجافر","الغربى","قفلة عذر","عمران"
35227,"الشماريه","الغربى","قفلة عذر","عمران"
35228,"القلعة البيضاء","الغربى","قفلة عذر","عمران"
35229,"القليع","الغربى","قفلة عذر","عمران"
35230,"اللكيم","الغربى","قفلة عذر","عمران"
35231,"المجصه","الغربى","قفلة عذر","عمران"
35232,"المشاف","الغربى","قفلة عذر","عمران"
35233,"المشرف , حجاجه","الغربى","قفلة عذر","عمران"
35234,"المصنفر","الغربى","قفلة عذر","عمران"
35235,"بني الحفاش","الغربى","قفلة عذر","عمران"
35236,"بني القيزه","الغربى","قفلة عذر","عمران"
35237,"شعبة بني موسى","الغربى","قفلة عذر","عمران"
35238,"ظهر الحارق","الغربى","قفلة عذر","عمران"
35239,"ظهر المدينه","الغربى","قفلة عذر","عمران"
35240,"ظهر المسجد","الغربى","قفلة عذر","عمران"
35241,"ظهر النصار","الغربى","قفلة عذر","عمران"
35242,"غرير بن عطيفه","الغربى","قفلة عذر","عمران"
35243,"قلة الرنفه","الغربى","قفلة عذر","عمران"
35244,"قلعة الحشيشيه","الغربى","قفلة عذر","عمران"
35245,"قلعة المجران","الغربى","قفلة عذر","عمران"
35246,"قلعة جعدول","الغربى","قفلة عذر","عمران"
35247,"مدفن البث","الغربى","قفلة عذر","عمران"
35248,"وادي الباب","الغربى","قفلة عذر","عمران"
35249,"غربان","غربان","خمر","عمران"
35250,"الجبجب","الثلث","جبل عيال يزيد","عمران"
35251,"الصرحه","الثلث","جبل عيال يزيد","عمران"
35252,"العتره","الثلث","جبل عيال يزيد","عمران"
35253,"القريه","الثلث","جبل عيال يزيد","عمران"
35254,"النجارين","الثلث","جبل عيال يزيد","عمران"
35255,"الشيسه","المصانع","ثلا","عمران"
35256,"ينع","المصانع","ثلا","عمران"
35257,"الدوم","بني منصور","السوده","عمران"
35258,"الشعيبه","بني منصور","السوده","عمران"
35259,"العذير","بني منصور","السوده","عمران"
35260,"المحل","بني منصور","السوده","عمران"
35261,"الموصف","بني منصور","السوده","عمران"
35262,"بني منصور","بني منصور","السوده","عمران"
35263,"بيت يحيى ناصر","بني منصور","السوده","عمران"
35264,"جبل الاشول","بني منصور","السوده","عمران"
35265,"جبل الشعتي","بني منصور","السوده","عمران"
35266,"جبل عدنه","بني منصور","السوده","عمران"
35267,"حنبه","بني منصور","السوده","عمران"
35268,"دي حيبه","بني منصور","السوده","عمران"
35269,"كداهن","بني منصور","السوده","عمران"
35270,"كهال","بني منصور","السوده","عمران"
35271,"وادي العصاره","بني منصور","السوده","عمران"
35272,"اده","بني منصور","السوده","عمران"
35273,"الاعكوب","بني منصور","السوده","عمران"
35274,"بني شبيل","بني منصور","السوده","عمران"
35275,"العفاره","الثلث","جبل عيال يزيد","عمران"
35276,"العنمي","الثلث","جبل عيال يزيد","عمران"
35277,"بني عتبان","الثلث","جبل عيال يزيد","عمران"
35278,"بيت المطيط","الثلث","جبل عيال يزيد","عمران"
35279,"بيت ثناء","الثلث","جبل عيال يزيد","عمران"
35280,"بيت دفع","الثلث","جبل عيال يزيد","عمران"
35281,"بيت سعدان","الثلث","جبل عيال يزيد","عمران"
35282,"سلم","الثلث","جبل عيال يزيد","عمران"
35283,"الرجو","الخميس","ثلا","عمران"
35284,"بني خيران","الخميس","ثلا","عمران"
35285,"بني رشيد","الخميس","ثلا","عمران"
35286,"بيت الجالد","الخميس","ثلا","عمران"
35287,"بيت خضير","الخميس","ثلا","عمران"
35288,"بيت سعيد خبه","الخميس","ثلا","عمران"
35289,"بيت ماطر","الخميس","ثلا","عمران"
35290,"ظرفات","الخميس","ثلا","عمران"
35291,"عصام","الخميس","ثلا","عمران"
35292,"مدر","الخميس","ثلا","عمران"
35293,"البضعه","بني منصور","السوده","عمران"
35294,"الحافة","بني منصور","السوده","عمران"
35295,"المصنعه","بني منصور","السوده","عمران"
35296,"المقابل","بني منصور","السوده","عمران"
35297,"النطوح","بني منصور","السوده","عمران"
35298,"بني شداد","بني منصور","السوده","عمران"
35299,"بني منصور","بني منصور","السوده","عمران"
35300,"بيت رييح","بني منصور","السوده","عمران"
35301,"سقاية القرية","بني منصور","السوده","عمران"
35302,"نجد السوس","بني منصور","السوده","عمران"
35303,"ارضه","الثلث","جبل عيال يزيد","عمران"
35304,"الدار","الثلث","جبل عيال يزيد","عمران"
35305,"القاره","الثلث","جبل عيال يزيد","عمران"
35306,"بحاش","الثلث","جبل عيال يزيد","عمران"
35307,"بيت ضالعة","الثلث","جبل عيال يزيد","عمران"
35308,"بيت عاطف","الثلث","جبل عيال يزيد","عمران"
35309,"بيت مهدم","الثلث","جبل عيال يزيد","عمران"
35310,"جرف الضلاع","الثلث","جبل عيال يزيد","عمران"
35311,"حشوم","الثلث","جبل عيال يزيد","عمران"
35312,"حضران","الثلث","جبل عيال يزيد","عمران"
35313,"حيد جلب","الثلث","جبل عيال يزيد","عمران"
35314,"سوق بوعان","الثلث","جبل عيال يزيد","عمران"
35315,"شعبات","الثلث","جبل عيال يزيد","عمران"
35316,"كحلان","الثلث","جبل عيال يزيد","عمران"
35317,"ميفعه","الثلث","جبل عيال يزيد","عمران"
35318,"اردم","بني قيس","بني صريم","عمران"
35319,"الحجار","بني قيس","بني صريم","عمران"
35320,"الخلات","بني قيس","بني صريم","عمران"
35321,"الدقرار","بني قيس","بني صريم","عمران"
35322,"الدمنه","بني قيس","بني صريم","عمران"
35323,"الرحب","بني قيس","بني صريم","عمران"
35324,"الصلو","بني قيس","بني صريم","عمران"
35325,"الصلوله","بني قيس","بني صريم","عمران"
35326,"العاديه","بني قيس","بني صريم","عمران"
35327,"العرضي","بني قيس","بني صريم","عمران"
35328,"العشاش","بني قيس","بني صريم","عمران"
35329,"العقرات","بني قيس","بني صريم","عمران"
35330,"القدمه","بني قيس","بني صريم","عمران"
35331,"اللداني","بني قيس","بني صريم","عمران"
35332,"المجدور","بني قيس","بني صريم","عمران"
35333,"المنهر","بني قيس","بني صريم","عمران"
35334,"المنوبه","بني قيس","بني صريم","عمران"
35335,"ايله","بني قيس","بني صريم","عمران"
35336,"بني الموصل","بني قيس","بني صريم","عمران"
35337,"بني عباد","بني قيس","بني صريم","عمران"
35338,"بني عرين","بني قيس","بني صريم","عمران"
35339,"بيت الجعدبى","بني قيس","بني صريم","عمران"
35340,"بيت الحنظلى","بني قيس","بني صريم","عمران"
35341,"بيت الدوسري","بني قيس","بني صريم","عمران"
35342,"بيت الرازقي","بني قيس","بني صريم","عمران"
35343,"بيت الصريري","بني قيس","بني صريم","عمران"
35344,"بيت الطويل","بني قيس","بني صريم","عمران"
35345,"بيت الفرانصي","بني قيس","بني صريم","عمران"
35346,"بيت الكامل","بني قيس","بني صريم","عمران"
35347,"بيت تركى","بني قيس","بني صريم","عمران"
35348,"بيت حيمد","بني قيس","بني صريم","عمران"
35349,"بيت سودان","بني قيس","بني صريم","عمران"
35350,"بيت عمار","بني قيس","بني صريم","عمران"
35351,"بيت ناجي","بني قيس","بني صريم","عمران"
35352,"حماسل","بني قيس","بني صريم","عمران"
35353,"سباء","بني قيس","بني صريم","عمران"
35354,"سفيان","بني قيس","بني صريم","عمران"
35355,"صوليت","بني قيس","بني صريم","عمران"
35356,"ضريحه","بني قيس","بني صريم","عمران"
35357,"قطع الشرف","بني قيس","بني صريم","عمران"
35358,"كاشح","بني قيس","بني صريم","عمران"
35359,"لكمة الفايق","بني قيس","بني صريم","عمران"
35360,"معمار خصروف","بني قيس","بني صريم","عمران"
35361,"نجد الحصن","بني قيس","بني صريم","عمران"
35362,"هلاله","بني قيس","بني صريم","عمران"
35363,"وقش","بني قيس","بني صريم","عمران"
35364,"البشاول","الثلث","جبل عيال يزيد","عمران"
35365,"البناورة","الثلث","جبل عيال يزيد","عمران"
35366,"الدارين","الثلث","جبل عيال يزيد","عمران"
35367,"السراو","الثلث","جبل عيال يزيد","عمران"
35368,"السردي","الثلث","جبل عيال يزيد","عمران"
35369,"العر","الثلث","جبل عيال يزيد","عمران"
35370,"العيانه","الثلث","جبل عيال يزيد","عمران"
35371,"المخلب","الثلث","جبل عيال يزيد","عمران"
35372,"المسوامة","الثلث","جبل عيال يزيد","عمران"
35373,"بني الشباطي","الثلث","جبل عيال يزيد","عمران"
35374,"بيت العرجزي","الثلث","جبل عيال يزيد","عمران"
35375,"بيت زايد","الثلث","جبل عيال يزيد","عمران"
35376,"عدان","الثلث","جبل عيال يزيد","عمران"
35377,"قرض","الثلث","جبل عيال يزيد","عمران"
35378,"قرية الحيفة","الثلث","جبل عيال يزيد","عمران"
35379,"قرية حالة","الثلث","جبل عيال يزيد","عمران"
35380,"قرية عرجز","الثلث","جبل عيال يزيد","عمران"
35381,"الشطين","الرحبين","السود","عمران"
35382,"العفيره","الرحبين","السود","عمران"
35383,"المقابل","الرحبين","السود","عمران"
35384,"المقطرة","الرحبين","السود","عمران"
35385,"الناصرة","الرحبين","السود","عمران"
35386,"بيت البرطي","الرحبين","السود","عمران"
35387,"بيت العكرمي","الرحبين","السود","عمران"
35388,"بيت حسن عبده","الرحبين","السود","عمران"
35389,"غمير","الرحبين","السود","عمران"
35390,"قرضة","الرحبين","السود","عمران"
35391,"قرن عفيف","الرحبين","السود","عمران"
35392,"مقنع","الرحبين","السود","عمران"
35393,"الشعاب","العجيرات","صـويــــر","عمران"
35394,"المرجوز","العجيرات","صـويــــر","عمران"
35395,"المنحر","العجيرات","صـويــــر","عمران"
35396,"بني حمزه","العجيرات","صـويــــر","عمران"
35397,"بيت زبيده","العجيرات","صـويــــر","عمران"
35398,"بيت شملان","العجيرات","صـويــــر","عمران"
35399,"الديام الحمراء","العمريين","السود","عمران"
35400,"الظهاره","العمريين","السود","عمران"
35401,"القارة","العمريين","السود","عمران"
35402,"الوعيره","العمريين","السود","عمران"
35403,"بني غاوي","العمريين","السود","عمران"
35404,"بيت حومي","العمريين","السود","عمران"
35405,"بيت سعدالدين","العمريين","السود","عمران"
35406,"تواح","العمريين","السود","عمران"
35407,"قزعة عيشه","العمريين","السود","عمران"
35408,"الحجر السفلى","بلاد جنب","السود","عمران"
35409,"الحجر العلياء","بلاد جنب","السود","عمران"
35410,"الصبغه","بلاد جنب","السود","عمران"
35411,"الغربابه","بلاد جنب","السود","عمران"
35412,"الغيل","بلاد جنب","السود","عمران"
35413,"القديره","بلاد جنب","السود","عمران"
35414,"القزعه","بلاد جنب","السود","عمران"
35415,"المنصوره","بلاد جنب","السود","عمران"
35416,"بني خاتم","بلاد جنب","السود","عمران"
35417,"بيت الريشان","بلاد جنب","السود","عمران"
35418,"بيت العادي","بلاد جنب","السود","عمران"
35419,"بيت العبدي","بلاد جنب","السود","عمران"
35420,"بيت المؤيد","بلاد جنب","السود","عمران"
35421,"بيت علي فارع","بلاد جنب","السود","عمران"
35422,"بيت ناعم","بلاد جنب","السود","عمران"
35423,"حقل","بلاد جنب","السود","عمران"
35424,"دار الحمراء","بلاد جنب","السود","عمران"
35425,"درب اسماعيل","بلاد جنب","السود","عمران"
35426,"سناخه","بلاد جنب","السود","عمران"
35427,"شامخ","بلاد جنب","السود","عمران"
35428,"الشجاعي","بني جيش الاسفل","السود","عمران"
35429,"الضالع","بني جيش الاسفل","السود","عمران"
35430,"المسجد","بني جيش الاسفل","السود","عمران"
35431,"بيت الرحيمي","بني جيش الاسفل","السود","عمران"
35432,"بيت الرخم","بني جيش الاسفل","السود","عمران"
35433,"بيت القدمي","بني جيش الاسفل","السود","عمران"
35434,"بيت سرقط","بني جيش الاسفل","السود","عمران"
35435,"الدفان","بني جيش الاعلى","السود","عمران"
35436,"الصليل","بني جيش الاعلى","السود","عمران"
35437,"الظهارة","بني جيش الاعلى","السود","عمران"
35438,"المدارة","بني جيش الاعلى","السود","عمران"
35439,"المصام","بني جيش الاعلى","السود","عمران"
35440,"النجد","بني جيش الاعلى","السود","عمران"
35441,"بيت التام","بني جيش الاعلى","السود","عمران"
35442,"بيت حازب","بني جيش الاعلى","السود","عمران"
35443,"بيت طالب","بني جيش الاعلى","السود","عمران"
35444,"رحبة","بني جيش الاعلى","السود","عمران"
35445,"شعب مروى","بني جيش الاعلى","السود","عمران"
35446,"غيل البوني","بني جيش الاعلى","السود","عمران"
35447,"قرن حرث","بني جيش الاعلى","السود","عمران"
35448,"معمر وثاب","بني جيش الاعلى","السود","عمران"
35449,"الغره","بني طلق","السود","عمران"
35450,"المربضه","بني طلق","السود","عمران"
35451,"المصنعه","بني طلق","السود","عمران"
35452,"المعمر","بني طلق","السود","عمران"
35453,"بيت الشتوي","بني طلق","السود","عمران"
35454,"بيت القدمي","بني طلق","السود","عمران"
35455,"درب الروس","بني طلق","السود","عمران"
35456,"سمع","بني طلق","السود","عمران"
35457,"سنحان","بني طلق","السود","عمران"
35458,"قسام","بني طلق","السود","عمران"
35459,"قلد","بني طلق","السود","عمران"
35460,"قلعة الكحي","بني طلق","السود","عمران"
35461,"مجنح","بني طلق","السود","عمران"
35462,"هجاره","بني طلق","السود","عمران"
35463,"السود","بني هنان والبدو","السود","عمران"
35464,"المعزاب","بني هنان والبدو","السود","عمران"
35465,"الولي","بني هنان والبدو","السود","عمران"
35466,"بيت الحنش","بني هنان والبدو","السود","عمران"
35467,"بيت العلي","بني هنان والبدو","السود","عمران"
35468,"بيت النواني","بني هنان والبدو","السود","عمران"
35469,"بيت شالف","بني هنان والبدو","السود","عمران"
35470,"روحان","بني هنان والبدو","السود","عمران"
35471,"سافعه","بني هنان والبدو","السود","عمران"
35472,"قلعة بيت سراج","بني هنان والبدو","السود","عمران"
35473,"نباش","بني هنان والبدو","السود","عمران"
35474,"الجدد","قطابه","السود","عمران"
35475,"الرخمي","قطابه","السود","عمران"
35476,"الرهاب","قطابه","السود","عمران"
35477,"العمشية","قطابه","السود","عمران"
35478,"القره","قطابه","السود","عمران"
35479,"القشش","قطابه","السود","عمران"
35480,"المحراق","قطابه","السود","عمران"
35481,"المعريش","قطابه","السود","عمران"
35482,"النويه","قطابه","السود","عمران"
35483,"بيت سيلان","قطابه","السود","عمران"
35484,"بيت شملان","قطابه","السود","عمران"
35485,"بيت عواش","قطابه","السود","عمران"
35486,"بيت غازي","قطابه","السود","عمران"
35487,"توة","قطابه","السود","عمران"
35488,"جحاور","قطابه","السود","عمران"
35489,"شعب النار","قطابه","السود","عمران"
35490,"شيبه","قطابه","السود","عمران"
35491,"فراء","قطابه","السود","عمران"
35492,"قضوى","قطابه","السود","عمران"
35493,"ناعه","قطابه","السود","عمران"
35494,"الحلالة السفلى","همل","السود","عمران"
35495,"الحلالة العليا","همل","السود","عمران"
35496,"الحواير","همل","السود","عمران"
35497,"الزباعه","همل","السود","عمران"
35498,"المناور","همل","السود","عمران"
35499,"غبارة","همل","السود","عمران"
35500,"الاقطوف","ابن احكم","السوده","عمران"
35501,"الجملول","ابن احكم","السوده","عمران"
35502,"الجميمه","ابن احكم","السوده","عمران"
35503,"الحبيل","ابن احكم","السوده","عمران"
35504,"الحجر","ابن احكم","السوده","عمران"
35505,"الطلح","ابن احكم","السوده","عمران"
35506,"الظهرة","ابن احكم","السوده","عمران"
35507,"العمشه","ابن احكم","السوده","عمران"
35508,"القرضه","ابن احكم","السوده","عمران"
35509,"القرو","ابن احكم","السوده","عمران"
35510,"المشوك","ابن احكم","السوده","عمران"
35511,"المعازيب","ابن احكم","السوده","عمران"
35512,"المعمر","ابن احكم","السوده","عمران"
35513,"النجد","ابن احكم","السوده","عمران"
35514,"بني جارد","ابن احكم","السوده","عمران"
35515,"بني حلصي","ابن احكم","السوده","عمران"
35516,"بني خاتم","ابن احكم","السوده","عمران"
35517,"بني رفيق","ابن احكم","السوده","عمران"
35518,"بني شداد","ابن احكم","السوده","عمران"
35519,"بني عميسي","ابن احكم","السوده","عمران"
35520,"بني عواض","ابن احكم","السوده","عمران"
35521,"بني قحمان","ابن احكم","السوده","عمران"
35522,"بني كعوت","ابن احكم","السوده","عمران"
35523,"بني محفوظ","ابن احكم","السوده","عمران"
35524,"بيت ابو احمد","ابن احكم","السوده","عمران"
35525,"بيت الطير","ابن احكم","السوده","عمران"
35526,"حياده","ابن احكم","السوده","عمران"
35527,"درقم","ابن احكم","السوده","عمران"
35528,"سهل كردم","ابن احكم","السوده","عمران"
35529,"ظهارة شقوف","ابن احكم","السوده","عمران"
35530,"عتاد","ابن احكم","السوده","عمران"
35531,"قطاعه","ابن احكم","السوده","عمران"
35532,"الضوالع","بني منصور","السوده","عمران"
35533,"الظهرين","بني منصور","السوده","عمران"
35534,"العجيرات","بني منصور","السوده","عمران"
35535,"العشاق","بني منصور","السوده","عمران"
35536,"القارتين","بني منصور","السوده","عمران"
35537,"القعاد","بني منصور","السوده","عمران"
35538,"الكدمي","بني منصور","السوده","عمران"
35539,"المعامره","بني منصور","السوده","عمران"
35540,"المعصفي","بني منصور","السوده","عمران"
35541,"بني عمران","بني منصور","السوده","عمران"
35542,"بني فاضل","بني منصور","السوده","عمران"
35543,"بني منصور","بني منصور","السوده","عمران"
35544,"بيت الداولي","بني منصور","السوده","عمران"
35545,"بيت جميل","بني منصور","السوده","عمران"
35546,"بيت عزام","بني منصور","السوده","عمران"
35547,"بيت محمد سعد","بني منصور","السوده","عمران"
35548,"داعر","بني منصور","السوده","عمران"
35549,"رهيقه","بني منصور","السوده","عمران"
35550,"شعر","بني منصور","السوده","عمران"
35551,"لسان","بني منصور","السوده","عمران"
35552,"نخبه","بني منصور","السوده","عمران"
35553,"الخرشف","عطيفة","السوده","عمران"
35554,"الزريبه","عطيفة","السوده","عمران"
35555,"السوده","عطيفة","السوده","عمران"
35556,"القزعه","عطيفة","السوده","عمران"
35557,"المحدور","عطيفة","السوده","عمران"
35558,"المشاعره","عطيفة","السوده","عمران"
35559,"الموسم","عطيفة","السوده","عمران"
35560,"الهجره العليا","عطيفة","السوده","عمران"
35561,"بني حيدرة  الهجرة السفلى","عطيفة","السوده","عمران"
35562,"بيت الجرادي","عطيفة","السوده","عمران"
35563,"جبل قدر","عطيفة","السوده","عمران"
35564,"شعب القاضي","عطيفة","السوده","عمران"
35565,"اخوع","ناشر","السوده","عمران"
35566,"الضلاعه","ناشر","السوده","عمران"
35567,"المسن","ناشر","السوده","عمران"
35568,"بني جيش","ناشر","السوده","عمران"
35569,"بني حجاج","ناشر","السوده","عمران"
35570,"مرقص","ناشر","السوده","عمران"
35571,"الحدبة","البطنه","قفلة عذر","عمران"
35572,"الروس","البطنه","قفلة عذر","عمران"
35573,"بيلقان","البطنه","قفلة عذر","عمران"
35574,"الكوله","المعراضــه والواسـع","العشـــــه","عمران"
35575,"الواسع","المعراضــه والواسـع","العشـــــه","عمران"
35576,"جرمان","المعراضــه والواسـع","العشـــــه","عمران"
35577,"مشريح","حاشـف","العشـــــه","عمران"
35578,"الرصفه","دنـــان","العشـــــه","عمران"
35579,"السريجية","دنـــان","العشـــــه","عمران"
35580,"الصغارى","دنـــان","العشـــــه","عمران"
35581,"دنان","دنـــان","العشـــــه","عمران"
35582,"ذوقيص","دنـــان","العشـــــه","عمران"
35583,"سوق الخميس","دنـــان","العشـــــه","عمران"
35584,"غارب السلف","دنـــان","العشـــــه","عمران"
35585,"غارب النجد","دنـــان","العشـــــه","عمران"
35586,"قمعــه","دنـــان","العشـــــه","عمران"
35587,"مجعيض","دنـــان","العشـــــه","عمران"
35588,"الدرعه","ذو خيران","العشـــــه","عمران"
35589,"الشعاب","ذو خيران","العشـــــه","عمران"
35590,"الشعاب بدو","ذو خيران","العشـــــه","عمران"
35591,"العاطف","ذو خيران","العشـــــه","عمران"
35592,"المعفاره","ذو خيران","العشـــــه","عمران"
35593,"الوشخ","ذو خيران","العشـــــه","عمران"
35594,"الوشخ بدو","ذو خيران","العشـــــه","عمران"
35595,"بيان","ذو خيران","العشـــــه","عمران"
35596,"سقامه","ذو خيران","العشـــــه","عمران"
35597,"عواماء","ذو خيران","العشـــــه","عمران"
35598,"عواماء  بدو","ذو خيران","العشـــــه","عمران"
35599,"مخرط","ذو خيران","العشـــــه","عمران"
35600,"مرفش","ذو خيران","العشـــــه","عمران"
35601,"نقامن","ذو خيران","العشـــــه","عمران"
35602,"الصحفاء","ريشان","العشـــــه","عمران"
35603,"العكم","ريشان","العشـــــه","عمران"
35604,"القهره","ريشان","العشـــــه","عمران"
35605,"المرزميه","ريشان","العشـــــه","عمران"
35606,"المعلاء","ريشان","العشـــــه","عمران"
35607,"حدبه البير","ريشان","العشـــــه","عمران"
35608,"زوقر","ريشان","العشـــــه","عمران"
35609,"الحناتبة","صـــدان","العشـــــه","عمران"
35610,"الحناتبه بدو","صـــدان","العشـــــه","عمران"
35611,"العارضه","صـــدان","العشـــــه","عمران"
35612,"العشة","صـــدان","العشـــــه","عمران"
35613,"العشــه","صـــدان","العشـــــه","عمران"
35614,"العشـه  بدو رحل","صـــدان","العشـــــه","عمران"
35615,"ذو مفلح","صـــدان","العشـــــه","عمران"
35616,"هـــداد","صـــدان","العشـــــه","عمران"
35617,"الجامع","قاعـــــه","العشـــــه","عمران"
35618,"الحجله","قاعـــــه","العشـــــه","عمران"
35619,"الضالع","قاعـــــه","العشـــــه","عمران"
